source,name,price_czk,area_m2,flat_type,locality,lat,lon,has_lift,has_balcony,has_parking,floor,condition,furnished
idnes,Prodej bytu 3+kk 70 m²,13737975,70,3+kk,"New Golden Mile, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 2+1 56 m²,2390000,56,2+1,"Boženy Němcové, Sokolov",50.1757532,12.6500723,0,0,0,1,velmi dobrý stav,
idnes,Prodej bytu 3+1 65 m²,4590000,65,3+1,"Topolčianská, Litoměřice - Předměstí",50.53840507090945,14.143265822284762,0,0,1,2,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+1 75 m²,2990000,75,3+1,"Chodská Lhota, okres Domažlice",49.357800216,13.084334838,0,1,1,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+kk 72 m²,4299000,72,3+kk,"Zámecký vrch, Karlovy Vary",50.224449818,12.881741069,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 88 m²,4290000,88,2+1,"Horní Dvořiště, okres Český Krumlov",48.601514259,14.416546026,0,0,1,1,dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 54 m²,4950000,54,2+kk,"Kařez, okres Rokycany",49.819182644,13.78765158,0,0,0,1,novostavba,castecne vybaveny
idnes,Prodej bytu 2+1 50 m²,3370000,50,2+1,"Jiráskova, Dačice - Dačice V, okres Jindřichův Hradec",49.082162162,15.430904987,1,1,0,5,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 51 m²,3950000,51,2+1,"Dobrovodská, České Budějovice - České Budějovice 5",48.970805542,14.501366461,0,0,0,3,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 3+1 60 m²,2300000,60,3+1,"Na Sídlišti, Bezdružice, okres Tachov",49.905563267,12.975284872,0,1,0,4,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 72 m²,2499000,72,3+1,"Srby, okres Domažlice",49.535559384,12.864021377,0,0,0,2,dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 26 m²,8100000,26,1+kk,"Ječná, Praha 2 - Nové Město",50.075802,14.421932,1,1,0,4,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+1 82 m²,6500000,82,3+1,"Pražská, Hořovice, okres Beroun",49.837192471,13.911209691,0,1,0,3,dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 41 m²,4200000,41,2+kk,"Tlučenská kolonie, Tlučná, okres Plzeň-sever",49.72004802,13.225000834,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+1 51 m²,3950000,51,2+1,"Dobrovodská, České Budějovice - České Budějovice 5",48.970805542,14.501366461,0,0,0,3,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 3+1 72 m²,3950000,72,3+1,"Zahradní, Šumperk",49.972637572,16.959060311,1,1,0,3,dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 98 m²,7254100,98,3+1,"třída Edvarda Beneše, Hradec Králové - Nový Hradec Králové",50.194300756,15.83917713,1,1,0,8,dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 50 m²,3370000,50,2+1,"Jiráskova, Dačice - Dačice V, okres Jindřichův Hradec",49.082162162,15.430904987,1,1,0,5,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 25 m²,2500000,25,1+kk,"Podroužkova, Ostrava - Poruba",49.845957254,18.171440955,1,1,0,1,dobrý stav,castecne vybaveny
idnes,Prodej bytu 1+kk 26 m²,8100000,26,1+kk,"Ječná, Praha 2 - Nové Město",50.075802,14.421932,1,1,0,4,velmi dobrý stav,vybaveny
idnes,Prodej bytu 2+kk 40 m²,4200000,40,2+kk,"Tlučenská kolonie, Tlučná, okres Plzeň-sever",49.72004802,13.225000834,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+1 60 m²,2990000,60,2+1,"Vardasova, Havířov - Město, okres Karviná",49.782353409597974,18.430888555531197,0,1,0,3,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 41 m²,4200000,41,2+kk,"Tlučenská kolonie, Tlučná, okres Plzeň-sever",49.72004802,13.225000834,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 41 m²,4200000,41,2+kk,"Tlučenská kolonie, Tlučná, okres Plzeň-sever",49.72004802,13.225000834,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 3+1 79 m²,6490000,79,3+1,"Štefánikova, Hradec Králové - Moravské Předměstí",50.189103323,15.840220806,1,1,0,7,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 50 m²,2599000,50,2+kk,"Rozvojová zóna, Janovice nad Úhlavou, okres Klatovy",49.334791869,13.208964978,0,1,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 40 m²,4200000,40,2+kk,"Tlučenská kolonie, Tlučná, okres Plzeň-sever",49.72004802,13.225000834,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 117 m²,13100800,117,3+kk,"Střížkovská, Praha 8 - Střížkov",50.121210995,14.478603167,1,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+1 66 m²,10990000,66,2+1,"Lublaňská, Praha 2 - Vinohrady",50.07324698,14.431934629,0,0,0,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 4+1 81 m²,6990000,81,4+1,"Na Radouči, Mladá Boleslav - Mladá Boleslav II",50.430587665,14.905983301,1,1,0,5,po rekonstrukci,nevybaveny
idnes,Prodej bytu 4+kk 116 m²,17800000,116,4+kk,"U Kamýku, Praha 4 - Kamýk",50.017332896,14.435376212,1,1,1,8,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 70 m²,1700000,70,3+1,"Třebom, okres Opava",50.046146918,18.025281073,0,0,0,1,dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 62 m²,3950000,62,2+1,"Pohraniční, Děčín - Děčín I-Děčín",50.780597174,14.215398405,1,0,0,2,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+kk 66 m²,5885000,66,3+kk,"Marie Majerové, Ostrava - Poruba",49.847250333,18.174396295,1,1,0,7,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 22 m²,2590000,22,1+kk,"Raisova, Tanvald - Šumburk nad Desnou, okres Jablonec nad Nisou",50.7422565493,15.3145690936,0,0,0,1,novostavba,
idnes,Prodej bytu 2+kk 55 m²,8381484,55,2+kk,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem, okres Praha-východ",50.173288813,14.648778333,1,1,1,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 2+kk 62 m²,6600000,62,2+kk,"Vyšehořovická, Nehvizdy, okres Praha-východ",50.129658524,14.737559822,0,1,0,1,dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 60 m²,2890000,60,2+1,"I. Šustaly, Kopřivnice, okres Nový Jičín",49.5915030556,18.1399597222,0,1,0,4,velmi dobrý stav,
idnes,Prodej bytu 2+kk 43 m²,4290000,43,2+kk,"U Trati, Zbůch, okres Plzeň-sever",49.678825379,13.217865843,0,1,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 66 m²,7980000,66,2+kk,"Vyšehořovická, Nehvizdy, okres Praha-východ",50.129476597,14.737581323,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 66 m²,5100000,66,3+1,Klatovy,49.395520093,13.295054909,0,1,0,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+kk 47 m²,1980000,47,3+kk,"Zahradní, Horní Slavkov, okres Sokolov",50.139456914,12.802610914,0,1,0,3,dobrý stav,vybaveny
idnes,Prodej bytu 2+1 56 m²,3700000,56,2+1,"Plzeňská, Ostrava - Hrabůvka",49.792226968,18.249246973,1,0,0,3,dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 66 m²,5885000,66,3+kk,"Marie Majerové, Ostrava - Poruba",49.847250333,18.174396295,1,1,0,7,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 22 m²,5400000,22,1+kk,"U Zličína, Praha 5 - Třebonice",50.054661605,14.28561897,0,0,0,1,novostavba,castecne vybaveny
idnes,Prodej bytu 2+1 60 m²,2360000,60,2+1,"Hazlov, okres Cheb",50.156595109,12.275164472,0,1,0,2,dobrý stav,vybaveny
idnes,Prodej bytu 2+kk 55 m²,8381484,55,2+kk,"Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem, okres Praha-východ",50.173288813,14.648778333,1,1,1,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 3+kk 60 m²,5250000,60,3+kk,"Prodloužená, Pardubice - Polabiny",50.04834635,15.757541527,1,1,0,7,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 1+kk 38 m²,2880000,38,1+kk,"Novosady, Holešov, okres Kroměříž",49.33072104085311,17.568487562779357,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+kk 97 m²,7685000,97,4+kk,"17. listopadu, Ostrava - Poruba",49.835449114,18.166928047,1,0,0,4,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+kk 78 m²,4150000,78,3+kk,"Rooseveltova, Dvůr Králové nad Labem, okres Trutnov",50.430463153,15.815607583,0,0,0,2,dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 43 m²,4290000,43,2+kk,"U Trati, Zbůch, okres Plzeň-sever",49.678825379,13.217865843,0,1,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 66 m²,3590000,66,3+1,"Konzumní, Havířov - Šumbark, okres Karviná",49.799265063560725,18.417850966142446,1,1,0,,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 68 m²,8900000,68,2+kk,"Štúrova, Praha 4 - Krč",50.029720748,14.449988931,1,0,0,16,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 69 m²,6800000,69,3+1,"Alešova, Poděbrady - Poděbrady II, okres Nymburk",50.15031875,15.121098405,0,1,0,1,dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 85 m²,6370000,85,3+1,"Havlíčkova, Zdice, okres Beroun",49.916916436,13.98009944,1,1,0,1,před rekonstrukcí,castecne vybaveny
idnes,Prodej bytu 1+1 36 m²,2160000,36,1+1,"Frošova, Kostelec nad Orlicí, okres Rychnov nad Kněžnou",50.119232531,16.202485354,0,0,0,3,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 1+1 35 m²,3570000,35,1+1,"Komenského, Odolena Voda, okres Praha-východ",50.2286959,14.4112587,1,0,0,4,velmi dobrý stav,
idnes,Prodej bytu 1+1 46 m²,4690000,46,1+1,"Spálená, Karlovy Vary - Doubí",50.207423343033774,12.822966313531792,1,1,0,3,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+1 62 m²,8500000,62,3+1,"náměstí Míru, Praha 2 - Vinohrady",50.07465554,14.43734455,1,0,0,5,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 63 m²,9500000,63,3+kk,"Oty Bubeníčka, Praha 10 - Uhříněves",50.029000317484694,14.596307147939909,1,1,1,4,novostavba,castecne vybaveny
idnes,Prodej bytu 2+1 64 m²,,64,2+1,"I. P. Pavlova, Karlovy Vary",50.228622846358554,12.878045602091149,0,0,1,2,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+1 123 m²,12000000,123,3+1,"Zahradní, Karlovy Vary",50.227747006125576,12.876345574298071,0,0,0,2,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+1 83 m²,3750000,83,3+1,"Pionýrů, Klášterec nad Ohří - Miřetice u Klášterce nad Ohří, okres Chomutov",50.3926983667,13.1848651784,1,1,0,6,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 6+kk 252 m²,47414250,252,6+kk,"U Imperiálu, Karlovy Vary",50.21857016057868,12.88864338092922,1,1,0,2,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 70 m²,6800000,70,3+kk,"Petřín, Karlovy Vary",50.22213340666325,12.887756269021379,0,0,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 72 m²,9998000,72,3+kk,"Plynárenská, Brno - Zábrdovice",49.1974660343,16.6258744528,1,1,0,6,ve výstavbě,
idnes,Prodej bytu 2+kk 47 m²,,47,2+kk,"Československého exilu, Praha 4 - Modřany",50.0163879395,14.4035949707,1,1,0,1,po rekonstrukci,
idnes,Prodej bytu 2+1 45 m²,7150000,45,2+1,"Plynárenská, Brno - Zábrdovice",49.1974660343,16.6258744528,1,1,0,2,ve výstavbě,
idnes,Prodej bytu 3+1 76 m²,5740000,76,3+1,"Havlíčkova, Valašské Meziříčí, okres Vsetín",49.46576823245185,17.969531397475112,0,1,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 3+1 67 m²,9600000,67,3+1,"Lohniského, Praha 5 - Hlubočepy",50.0376245,14.3751217,1,1,0,6,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 78 m²,8699900,78,3+1,"Doležalova, Praha 9 - Černý Most",50.1024819444,14.5662786111,1,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 2+kk 45 m²,7747000,45,2+kk,"Plynárenská, Brno - Zábrdovice",49.1974660343,16.6258744528,1,1,0,7,ve výstavbě,
idnes,Prodej bytu 2+1 58 m²,5200000,58,2+1,"Slavkov u Brna, okres Vyškov",49.153249476931244,16.876499466479014,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+1 46 m²,4690000,46,1+1,"Spálená, Karlovy Vary - Doubí",50.207423343033774,12.822966313531792,1,1,0,3,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 69 m²,13500000,69,3+kk,"Zvěřinova, Praha 3 - Strašnice",50.08460437215273,14.48268127377175,1,1,1,11,novostavba,castecne vybaveny
idnes,Prodej bytu 2+kk 47 m²,9283000,47,2+kk,"Jana Želivského, Praha 3 - Žižkov",50.0845649379,14.470533513,1,0,0,3,dobrý stav,
idnes,Prodej bytu 4+1 74 m²,4900000,74,4+1,"Cihelní, Hlučín, okres Opava",49.8945138,18.1919663,1,0,0,6,před rekonstrukcí,
idnes,Prodej bytu 1+kk 26 m²,4360000,26,1+kk,"Plynárenská, Brno - Zábrdovice",49.1975050857,16.6260607961,1,0,0,1,ve výstavbě,
idnes,Prodej bytu 2+1 64 m²,4700000,64,2+1,"Soukenická, Liberec - Liberec VI-Rochlice",50.7591514,15.0708454,1,1,0,3,dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+kk 83 m²,6890000,83,3+kk,"Mrštíkova, Hradec Králové - Nový Hradec Králové",50.1993084,15.8563898,0,1,0,3,velmi dobrý stav,
idnes,Prodej bytu 1+kk 16 m²,4349000,16,1+kk,"Peroutkova, Praha 5 - Jinonice",50.0584697222,14.378085,1,0,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+1 81 m²,4999000,81,3+1,"Partyzánská, Město Touškov, okres Plzeň-sever",49.778894891,13.24526418,0,1,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 4+1 73 m²,,73,4+1,"Studentská, Přelouč, okres Pardubice",50.0329459,15.5600091,0,1,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+kk 115 m²,11000000,115,3+kk,"Nepilova, Beroun - Beroun-Město",49.954916,14.04626,1,1,0,2,novostavba,nevybaveny
idnes,Prodej bytu 3+1 69 m²,6390000,69,3+1,"Okružní, Beroun - Beroun-Město",49.965961,14.067417,1,1,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 57 m²,12900000,57,2+kk,"Bedřichov, okres Jablonec nad Nisou",50.7874395063976,15.1506159411506,1,1,1,1,novostavba,vybaveny
idnes,Prodej bytu 1+1 36 m²,2699000,36,1+1,"Kuchařovická, Znojmo",48.8603814,16.0567317,1,1,0,4,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 44 m²,4199000,44,2+kk,"Neratovice, okres Mělník",50.2541999,14.512114,1,0,0,3,po rekonstrukci,nevybaveny
idnes,Prodej bytu 3+kk 93 m²,25000000,93,3+kk,"Vězeňská, Praha 1 - Staré Město",50.0901957865,14.4215907919,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 1+kk 28 m²,3181350,28,1+kk,"Holandská, Znojmo",48.84159219,16.06779311,1,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+1 86 m²,4589800,86,2+1,"Pražská, Znojmo",48.86859851859877,16.032515982849084,0,0,0,3,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 52 m²,4390000,52,2+1,"U Škol, Bučovice, okres Vyškov",49.1550642237,16.9961120756,0,0,0,1,po rekonstrukci,
idnes,Prodej bytu 1+kk 35 m²,4610788,35,1+kk,Zlín,49.202612,17.581358,1,1,1,3,ve výstavbě,nevybaveny
idnes,Prodej bytu 4+kk 194 m²,,194,4+kk,"Milevská, Praha 4 - Krč",50.049055953,14.4359707931,1,1,1,20,novostavba,vybaveny
idnes,Prodej bytu 4+1 134 m²,9500000,134,4+1,"Krále Jiřího, Karlovy Vary",,,0,1,0,3,velmi dobrý stav,
idnes,Prodej bytu 3+kk 87 m²,8990000,87,3+kk,"Harrachov - Nový Svět, okres Jablonec nad Nisou",50.78126593426192,15.42063332312479,1,1,1,3,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+1 80 m²,4550000,80,3+1,"Slovenská, Prostějov",49.4760126285,17.1199140032,0,1,0,2,dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 28 m²,3181350,28,1+kk,"Holandská, Znojmo",48.84159219,16.06779311,1,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 86 m²,9290000,86,3+kk,"Karlovarská, Plzeň - Severní Předměstí",49.77209,13.349454,1,0,0,,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 75 m²,5995000,75,3+kk,"Žižkova tř., České Budějovice - České Budějovice 6",48.97162118974704,14.482496966403218,0,0,0,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 4+kk 92 m²,,92,4+kk,Zlín,49.202612,17.581358,1,1,1,5,novostavba,nevybaveny
idnes,Prodej bytu 2+1 62 m²,3800000,62,2+1,"Palachova, Ústí nad Labem - Ústí nad Labem-centrum",50.6668205,14.0255041,0,0,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 3+1 71 m²,4300000,71,3+1,"Březinova, Krnov - Pod Bezručovým vrchem, okres Bruntál",50.09111822,17.68989841,0,0,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 2+kk 53 m²,,53,2+kk,Zlín,49.202612,17.581358,1,1,1,,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 61 m²,6986522,61,3+kk,Zlín,49.202612,17.581358,0,1,1,4,ve výstavbě,nevybaveny
idnes,Prodej bytu 3+kk 67 m²,7044201,67,3+kk,"Horní Bečva, okres Vsetín",49.4316101,18.2886162,1,1,0,3,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 3+kk 65 m²,7490000,65,3+kk,"Čachrov - Javorná, okres Klatovy",49.2187175,13.3030808333,1,0,0,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 3+1 63 m²,2280000,63,3+1,"Mankovice, okres Nový Jičín",49.6374624197,17.8801459026,0,0,0,,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 1+1 41 m²,1400000,41,1+1,"Huťská, Kamenický Šenov, okres Česká Lípa",50.784163015,14.466115406,0,0,0,1,dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 58 m²,4490000,58,2+1,"Puškinova, Vyškov - Dědice",49.2784464665,16.9849881512,1,1,0,7,po rekonstrukci,
idnes,Prodej bytu 3+1 73 m²,5242000,73,3+1,"Na Hraničkách, Vyškov - Dědice",49.278453,16.986224,0,1,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 45 m²,8856975,45,2+kk,"Svitákova, Praha 5 - Stodůlky",50.0480552778,14.3019416667,1,1,0,8,novostavba,nevybaveny
idnes,Prodej bytu 2+1 55 m²,,55,2+1,"Bezděkovská, Strakonice - Strakonice II",49.257130840289506,13.907591363894975,0,0,0,4,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+1 70 m²,2790000,70,3+1,"Sídl. Míru, Volary, okres Prachatice",48.9118054860631,13.895918586832602,0,0,0,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 1+1 41 m²,3970000,41,1+1,"Švédská, Jablonec nad Nisou",50.73106,15.1833966667,1,1,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+kk 82 m²,10309560,82,3+kk,"Playa de San Juan, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 69 m²,9178913,69,3+kk,"Valle Romano, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 2+kk 58 m²,7842000,58,2+kk,"Hviezdoslavova, Brno - Slatina",49.18264358,16.67152057,1,1,0,3,projekt,nevybaveny
idnes,Prodej bytu 3+kk 85 m²,11549625,85,3+kk,"Marbella, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+1 64 m²,8250000,64,3+1,"Rumburská, Praha 9 - Střížkov",50.1241666238,14.4874682865,1,1,0,2,před rekonstrukcí,
idnes,Prodej bytu 3+kk 75 m²,9118125,75,3+kk,"Mijas Golf, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 2+kk 53 m²,6645000,53,2+kk,"Loudova, Olomouc - Povel",49.56970615,17.25369914,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 67 m²,7430000,67,2+kk,"Jerlínová, Brno - Žebětín",49.2107428,16.5001773,1,1,0,2,novostavba,
idnes,Prodej bytu 3+kk 87 m²,7051350,87,3+kk,"Torrevieja, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 98 m²,10893120,98,3+kk,"Benidorm, Španělsko",,,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 2+kk 50 m²,10900000,50,2+kk,"Komornická, Praha 6 - Dejvice",50.0999709,14.3733412,0,0,0,1,po rekonstrukci,
idnes,Prodej bytu 1+kk 24 m²,5850000,24,1+kk,"Evropská, Praha 6 - Vokovice",50.09765367327587,14.355800631015255,1,0,0,12,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+1 88 m²,,88,3+1,"Tichá, Moravany, okres Brno-venkov",49.14580205559286,16.581137867228403,0,1,0,,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 93 m²,7990000,93,3+1,"náměstí Msgre Šrámka, Ostrava - Moravská Ostrava",49.8361792491868,18.289106074334708,0,1,0,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 114 m²,8490000,114,2+kk,"Hronovická, Pardubice - Zelené Předměstí",50.0342266787,15.7756061951,1,1,0,4,velmi dobrý stav,
idnes,Prodej bytu 3+1 79 m²,4999000,79,3+1,"Lumírova, Ostrava - Výškovice",49.77854244981462,18.22002012711065,1,1,0,3,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 2+1 52 m²,2190000,52,2+1,"Palackého, Aš, okres Cheb",50.213385482,12.196554928,0,0,0,2,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 4+1 163 m²,4250000,163,4+1,"Ostravská, Český Těšín, okres Karviná",49.74869566662589,18.574845043232475,0,0,1,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 155 m²,4250000,155,3+1,"Ostravská, Český Těšín, okres Karviná",49.74869566662589,18.574845043232475,0,0,1,,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+1 88 m²,,88,3+1,"Tichá, Moravany, okres Brno-venkov",49.14580205559286,16.581137867228403,0,1,0,,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 79 m²,4999000,79,3+1,"Lumírova, Ostrava - Výškovice",49.77854244981462,18.22002012711065,1,1,0,3,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+1 93 m²,7990000,93,3+1,"náměstí Msgre Šrámka, Ostrava - Moravská Ostrava",49.8361792491868,18.289106074334708,0,1,0,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 5+kk 162 m²,29980000,162,5+kk,"Grafická, Praha 5 - Smíchov",50.0728446,14.3931412,1,1,0,5,velmi dobrý stav,vybaveny
idnes,Prodej bytu 1+kk 24 m²,5850000,24,1+kk,"Tyršova, Praha 2 - Nové Město",50.07291546958975,14.43069289349364,1,0,0,3,velmi dobrý stav,vybaveny
idnes,Prodej bytu 4+1 163 m²,4250000,163,4+1,"Ostravská, Český Těšín, okres Karviná",49.74869566662589,18.574845043232475,0,0,1,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 116 m²,,116,3+kk,"Vídeňská, Pohořelice, okres Brno-venkov",48.97601732833529,16.515666305898467,0,0,1,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 155 m²,4250000,155,3+1,"Ostravská, Český Těšín, okres Karviná",49.74869566662589,18.574845043232475,0,0,1,,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 5+1 189 m²,8800000,189,5+1,"Roháče z Dubé, Olomouc - Bělidla",49.60156,17.282108,0,0,1,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 84 m²,6990000,84,3+kk,"Dómská, Litoměřice - Předměstí",50.5335272,14.1279734,0,0,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 93 m²,4250000,93,3+kk,"Nad Střelnicí, Bílovec, okres Nový Jičín",49.75978515736135,18.0032942129575,0,1,1,,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 91 m²,13000000,91,3+1,"nábřeží Jana Palacha, Karlovy Vary",,,0,0,0,1,po rekonstrukci,
idnes,Prodej bytu 2+kk 54 m²,11490000,54,2+kk,"Waltariho, Praha 9 - Hloubětín",50.1086655,14.5243012,1,1,1,6,novostavba,vybaveny
idnes,Prodej bytu 4+kk 176 m²,26489400,176,4+kk,"Kolbenova, Praha 9 - Vysočany, okres Praha",50.1113205,14.5106859,1,0,0,1,,
idnes,Prodej bytu 2+kk 51 m²,8500000,51,2+kk,"Prachnerova, Praha 5 - Košíře, okres Praha",50.0702858,14.380476,1,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 65 m²,7277688,65,3+kk,"Horní Bečva, okres Vsetín",49.4316101,18.2886162,1,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 3+1 79 m²,5290000,79,3+1,"Tanvaldská, Liberec - Liberec XXX-Vratislavice nad Nisou",50.7452275,15.0858361111,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 56 m²,1739000,56,2+1,"Májová, Meziboří, okres Most",50.6234422222,13.6009436111,0,1,0,1,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 2+kk 35 m²,4790000,35,2+kk,"Čachrov - Javorná, okres Klatovy",49.2187175,13.3030808333,1,0,0,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 2+1 48 m²,5500000,48,2+1,"Soběšická, Brno - Husovice",49.2186661,16.6349449,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 70 m²,8700000,70,3+1,"Prosecká, Praha 9 - Prosek",50.1186598005,14.4993567262,1,1,0,7,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 75 m²,10200000,75,3+1,"Litoměřická, Praha 9 - Prosek",50.1185504121,14.4903029415,1,1,0,8,dobrý stav,vybaveny
